open_timestamp_utc,close_timestamp_utc,open,high,low,close,volume
1561651200,1561654799,0.00885,0.00885,0.0078,0.0078,1249.32
1561654800,1561658399,0.0077,0.00787004,0.00766,0.00778,2466.73
1561658400,1561661999,0.007775,0.007775,0.00773612,0.007775,1666.31
1561662000,1561665599,0.00777,0.00782521,0.00761,0.0077701,5010.46
1561665600,1561669199,0.0077701,0.00782521,0.0075017,0.00782521,4265.77
1561669200,1561672799,0.00805,0.0081,0.00773533,0.00773533,3471.23
1561672800,1561676399,0.0078,0.00795964,0.0077,0.0077,5973.59
1561676400,1561679999,0.00762,0.00762,0.00762,0.00762,121.08
1561680000,1561683599,0.00796,0.00796,0.00761,0.00787811,872.51
1561683600,1561687199,0.0076,0.0079,0.0075017,0.00755001,3634.92
1561687200,1561690799,0.00755001,0.00755001,0.0075017,0.00751182,2100.44
1561690800,1561694399,0.00751182,0.00775,0.00751182,0.00775,403.15
1561694400,1561697999,0.00775,0.00783,0.0076501,0.0076501,287.12
1561698000,1561701599,0.0076501,0.00789997,0.0076501,0.00789997,174.0
1561701600,1561705199,0.00775,0.0078,0.0076501,0.0078,3225.28
1561705200,1561708799,0.00788,0.00789999,0.00765,0.00789997,3421.44
1561708800,1561712399,0.00789996,0.00789996,0.0075017,0.0075017,2577.42
1561712400,1561715999,0.0075017,0.007505,0.00729,0.00729,7745.0
1561716000,1561719599,0.0073,0.007449,0.0073,0.007418,3954.75
1561719600,1561723199,0.0074485,0.007449,0.00739465,0.00742733,652.3
1561723200,1561726799,0.00742,0.00755,0.00742,0.00751755,1773.61
1561726800,1561730399,0.0075,0.00754,0.00736001,0.007485,5106.78
1561730400,1561733999,0.00745,0.00755,0.00745,0.00745,1299.09
1561734000,1561737599,0.00756,0.0077,0.0075,0.0077,5077.34
1561737600,1561741199,0.00789999,0.0088,0.0077,0.0088,10815.53
1561741200,1561744799,0.0088,0.011,0.0088,0.00892541,151199.07
1561744800,1561748399,0.0089254,0.009398,0.0082371,0.00868005,125175.42
